"workerid","col4_crit","species","prop2_crit","trial_num","question","time_in_seconds","prop1_crit","critter","col1_crit","tar1_crit","tar2_crit","col3_crit","col2_crit","distribution","col4","col5","col2","col3","col1","response","trial_type","prop1","prop2","col5_crit","tar2","tar1"
7,-99,"lorch","fatness",5,"find creatures",5.643,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dd74dd","#dd74dd","#dd74dd","purple","learning_trial",0.0510888172891,0.162000155196,-99,0,0
7,-99,"fep","fatness",6,"find creatures",4.333,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#eec901","#eec901","#eec901","fep","learning_trial",0.430291939469,0.848724050559,-99,0,0
7,-99,"wug","fatness",7,"find creatures",5.836,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","aqua","learning_trial",0.814277166453,0.429465720678,-99,0,0
7,-99,"wug","fatness",8,"find creatures",5.963,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","aqua wug","learning_trial",0.28093752863,0.608591131726,-99,0,0
7,-99,"wug","fatness",9,"find creatures",5.119,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","wug","learning_trial",0.629396284207,0.226431096493,-99,0,0
7,-99,"lorch","fatness",10,"find creatures",6.275,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dd74dd","#dd74dd","#dd74dd","lorch purple","learning_trial",0.535487242205,0.935164264315,-99,0,0
7,-99,"lorch","fatness",11,"find creatures",5.161,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dd74dd","#dd74dd","#dd74dd","purple","learning_trial",0.557438667211,0.255879939415,-99,0,0
7,-99,"wug","fatness",12,"find creatures",7.479,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","wug aqua","learning_trial",0.189239857145,0.291048340493,-99,0,0
7,-99,"lorch","fatness",1,"find creatures",12.813,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dd74dd","#dd74dd","#dd74dd","wug","test_trial",0.557438667211,0.255879939415,-99,0,0
7,-99,"wug","fatness",2,"find creatures",10.057,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","lorch","test_trial",0.189239857145,0.291048340493,-99,0,0
7,-99,"fep","fatness",3,"find creatures",6.378,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#eec901","#eec901","#eec901","lorch","test_trial",0.599783477738,0.66693715115,-99,0,0
7,-99,"lorch","fatness",4,"find creatures",4.882,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc900","#edc900","#edc900","fep","test_trial",0.959540307787,0.565722040445,-99,0,0
8,-99,"wug","fatness",1,"find all of the creatures",3.803,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","blue","learning_trial",0.682014228201,0.835899107665,-99,0,0
8,-99,"fep","fatness",2,"find all of the creatures",6.375,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#eec900","#eec900","#eec900","yellow","learning_trial",0.890626313343,0.449585607262,-99,0,0
8,-99,"lorch","fatness",3,"find all of the creatures",3.359,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#dc74dc","#dc74dc","#dc74dc","purple","learning_trial",0.483477717431,0.68004123787,-99,0,0
8,-99,"wug","fatness",4,"find all of the creatures",2.832,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","blue","learning_trial",0.986492909149,0.756495791707,-99,0,0
8,-99,"lorch","fatness",5,"find all of the creatures",3.727,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc901","#edc901","#edc901","yellow","learning_trial",0.298217563776,0.497661497105,-99,0,0
8,-99,"lorch","fatness",6,"find all of the creatures",4.461,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc901","#edc901","#edc901","fat yellow","learning_trial",0.711153800024,0.9109329785,-99,0,0
8,-99,"fep","fatness",7,"find all of the creatures",4.095,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#eec900","#eec900","#eec900","big head yellow","learning_trial",0.950143192332,0.0127929226636,-99,0,0
8,-99,"wug","fatness",8,"find all of the creatures",2.823,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","blue","learning_trial",0.658890920515,0.475965271102,-99,0,0
8,-99,"fep","fatness",9,"find all of the creatures",3.101,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#eec900","#eec900","#eec900","fat yellow","learning_trial",0.391186541643,0.881284275194,-99,0,0
8,-99,"lorch","fatness",10,"find all of the creatures",2.495,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#dc74dc","#dc74dc","#dc74dc","purple","learning_trial",0.681514546209,0.458576061085,-99,0,0
8,-99,"wug","fatness",11,"find all of the creatures",2.422,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","blue","learning_trial",0.276015270431,0.0267640570765,-99,0,0
8,-99,"fep","fatness",12,"find all of the creatures",2.863,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#eec900","#eec900","#eec900","yellow","learning_trial",0.189229556055,0.917952005193,-99,0,0
8,-99,"wug","fatness",1,"find all of the creatures",3.335,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","wep","test_trial",0.986492909149,0.756495791707,-99,0,0
8,-99,"lorch","fatness",2,"find all of the creatures",2.261,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#dc74dc","#dc74dc","#dc74dc","fep","test_trial",0.483477717431,0.68004123787,-99,0,0
8,-99,"lorch","fatness",3,"find all of the creatures",2.232,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc901","#edc901","#edc901","bet ","test_trial",0.711153800024,0.9109329785,-99,0,0
8,-99,"fep","fatness",4,"find all of the creatures",1.425,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#eec900","#eec900","#eec900","no","test_trial",0.391186541643,0.881284275194,-99,0,0
9,-99,"fep","fatness",1,"find creatures",8.428,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc901","#edc901","#edc901","this is yellow","learning_trial",0.10621582132,0.639459667984,-99,0,0
9,-99,"wug","fatness",2,"find creatures",7.021,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fdb","#4f9fdb","#4f9fdb","this is blue","learning_trial",0.263656735546,0.107786023851,-99,0,0
9,-99,"lorch","fatness",3,"find creatures",4.986,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#dd74dd","#dd74dd","#dd74dd","this is pink","learning_trial",0.324490046944,0.672412221245,-99,0,0
9,-99,"lorch","fatness",4,"find creatures",25.561,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc901","#edc901","#edc901","lorch is orange","learning_trial",0.917134781087,0.856400923099,-99,0,0
9,-99,"fep","fatness",5,"find creatures",6.868,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc901","#edc901","#edc901","fep orange","learning_trial",0.995255580364,0.607014629137,-99,0,0
9,-99,"fep","fatness",6,"find creatures",9.156,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc901","#edc901","#edc901","also orange","learning_trial",0.611815223393,0.982674563961,-99,0,0
9,-99,"fep","fatness",7,"find creatures",46.597,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc901","#edc901","#edc901","black eyes","learning_trial",0.75446352679,0.266995111849,-99,0,0
9,-99,"wug","fatness",8,"find creatures",7.937,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fdb","#4f9fdb","#4f9fdb","large wings","learning_trial",0.740677345118,0.93246049845,-99,0,0
9,-99,"lorch","fatness",9,"find creatures",14.146,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc901","#edc901","#edc901","this is orange","learning_trial",0.687571560661,0.830934342185,-99,0,0
9,-99,"wug","fatness",10,"find creatures",9.725,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fdb","#4f9fdb","#4f9fdb","blue","learning_trial",0.217573097452,0.668831842838,-99,0,0
9,-99,"wug","fatness",11,"find creatures",8.556,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fdb","#4f9fdb","#4f9fdb","wider wings","learning_trial",0.0972238345512,0.980724962471,-99,0,0
9,-99,"lorch","fatness",12,"find creatures",7.266,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#dd74dd","#dd74dd","#dd74dd","wider head","learning_trial",0.500232363404,0.152712447351,-99,0,0
9,-99,"lorch","fatness",1,"find creatures",5.194,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc901","#edc901","#edc901","fep","test_trial",0.917134781087,0.856400923099,-99,0,0
9,-99,"lorch","fatness",2,"find creatures",5.475,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#dd74dd","#dd74dd","#dd74dd","lorch","test_trial",0.500232363404,0.152712447351,-99,0,0
9,-99,"wug","fatness",3,"find creatures",3.773,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fdb","#4f9fdb","#4f9fdb","wug","test_trial",0.263656735546,0.107786023851,-99,0,0
9,-99,"fep","fatness",4,"find creatures",3.499,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc901","#edc901","#edc901","lorch","test_trial",0.611815223393,0.982674563961,-99,0,0
10,-99,"lorch","fatness",1,"find creatures",11.061,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#dc74dc","#dc74dc","#dc74dc","Blue lorch","learning_trial",0.118360191487,0.256816198526,-99,0,0
10,-99,"fep","fatness",2,"find creatures",7.188,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#eec900","#eec900","#eec900","Green fep","learning_trial",0.722391949797,0.717488015896,-99,0,0
10,-99,"fep","fatness",3,"find creatures",8.779,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#eec900","#eec900","#eec900","Large wings","learning_trial",0.757540183911,0.975078400346,-99,0,0
10,-99,"fep","fatness",4,"find creatures",6.016,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#eec900","#eec900","#eec900","Fep","learning_trial",0.577841319621,0.785333436069,-99,0,0
10,-99,"wug","fatness",5,"find creatures",7.674,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","Wug, flat head","learning_trial",0.63090566229,0.295416986996,-99,0,0
10,-99,"lorch","fatness",6,"find creatures",7.787,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#eec800","#eec800","#eec800","Lorch, flat green head","learning_trial",0.280574243089,0.229728987419,-99,0,0
10,-99,"lorch","fatness",7,"find creatures",8.437,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#dc74dc","#dc74dc","#dc74dc","Small head","learning_trial",0.454172591487,0.298310909288,-99,0,0
10,-99,"fep","fatness",8,"find creatures",6.925,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#eec900","#eec900","#eec900","Squished head","learning_trial",0.10072052757,0.750269482544,-99,0,0
10,-99,"wug","fatness",9,"find creatures",6.768,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","Long beak","learning_trial",0.794289889724,0.8247474425,-99,0,0
10,-99,"wug","fatness",10,"find creatures",5.63,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","Flat head","learning_trial",0.875452821939,0.0601744883373,-99,0,0
10,-99,"lorch","fatness",11,"find creatures",7.43,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#eec800","#eec800","#eec800","Green squished","learning_trial",0.510383015193,0.449206687353,-99,0,0
10,-99,"wug","fatness",12,"find creatures",8.554,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","Flat hesd","learning_trial",0.244779925375,0.428181995101,-99,0,0
10,-99,"wug","fatness",1,"find creatures",6.591,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","Wug","test_trial",0.875452821939,0.0601744883373,-99,0,0
10,-99,"fep","fatness",2,"find creatures",3.554,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#eec900","#eec900","#eec900","Fep","test_trial",0.10072052757,0.750269482544,-99,0,0
10,-99,"lorch","fatness",3,"find creatures",3.459,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#eec800","#eec800","#eec800","Lorch","test_trial",0.280574243089,0.229728987419,-99,0,0
10,-99,"lorch","fatness",4,"find creatures",5.698,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#dc74dc","#dc74dc","#dc74dc","Lorch","test_trial",0.118360191487,0.256816198526,-99,0,0
11,-99,"wug","fatness",1,"find creatures",11.909,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fdb","#4f9fdb","#4f9fdb","BLUE","learning_trial",0.420715765019,0.817805121156,-99,0,0
11,-99,"fep","fatness",2,"find creatures",17.205,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc900","#edc900","#edc900","yellow","learning_trial",0.821513477656,0.747735578353,-99,0,0
11,-99,"lorch","fatness",3,"find creatures",32.672,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#dd74dd","#dd74dd","#dd74dd","purple wide head","learning_trial",0.856524777751,0.242605959734,-99,0,0
11,-99,"fep","fatness",4,"find creatures",17.582,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc900","#edc900","#edc900","yellow short","learning_trial",0.12149170436,0.326476670616,-99,0,0
11,-99,"lorch","fatness",5,"find creatures",21.919,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#eec900","#eec900","#eec900","lorch purple/yellow wide head","learning_trial",0.839531531823,0.570990499854,-99,0,0
11,-99,"wug","fatness",6,"find creatures",7.79,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fdb","#4f9fdb","#4f9fdb","blue","learning_trial",0.589197029857,0.494741416194,-99,0,0
11,-99,"wug","fatness",7,"find creatures",10.912,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fdb","#4f9fdb","#4f9fdb","blue","learning_trial",0.62836373072,0.178887482406,-99,0,0
11,-99,"fep","fatness",8,"find creatures",19.008,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc900","#edc900","#edc900","yellow","learning_trial",0.839162426982,0.458421590688,-99,0,0
11,-99,"lorch","fatness",9,"find creatures",29.077,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#dd74dd","#dd74dd","#dd74dd","purple/yellow wide/small  head","learning_trial",0.944851985644,0.803019588299,-99,0,0
11,-99,"lorch","fatness",10,"find creatures",7.127,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#eec900","#eec900","#eec900","purple/yellow wide/small  head","learning_trial",0.660166710027,0.33791821737,-99,0,0
11,-99,"fep","fatness",11,"find creatures",13.301,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc900","#edc900","#edc900","yellow","learning_trial",0.398276695795,0.575191143502,-99,0,0
11,-99,"wug","fatness",12,"find creatures",7.735,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fdb","#4f9fdb","#4f9fdb","blue","learning_trial",0.842276144236,0.489863344655,-99,0,0
11,-99,"fep","fatness",1,"find creatures",9.808,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc900","#edc900","#edc900","lorch","test_trial",0.839162426982,0.458421590688,-99,0,0
11,-99,"lorch","fatness",2,"find creatures",4.422,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#dd74dd","#dd74dd","#dd74dd","lorch","test_trial",0.856524777751,0.242605959734,-99,0,0
11,-99,"wug","fatness",3,"find creatures",5.871,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fdb","#4f9fdb","#4f9fdb","wug","test_trial",0.62836373072,0.178887482406,-99,0,0
11,-99,"lorch","fatness",4,"find creatures",8.007,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#eec900","#eec900","#eec900","fep","test_trial",0.839531531823,0.570990499854,-99,0,0
12,-99,"fep","fatness",1,"find all of the creatures",37.358,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc900","#edc900","#edc900","fep is yellow and roundish","learning_trial",0.216443600788,0.48908747604,-99,0,0
12,-99,"fep","fatness",2,"find all of the creatures",26.059,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc900","#edc900","#edc900","fep is yellow","learning_trial",0.554748559566,0.136706474048,-99,0,0
12,-99,"wug","fatness",3,"find all of the creatures",10.769,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fdb","#4f9fdb","#4f9fdb","wug is blue","learning_trial",0.172012645243,0.21442292103,-99,0,0
12,-99,"lorch","fatness",4,"find all of the creatures",20.632,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#eec900","#eec900","#eec900","lorch is similar to fep","learning_trial",0.0517314514341,0.360165575744,-99,0,0
12,-99,"fep","fatness",5,"find all of the creatures",16.581,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc900","#edc900","#edc900","fep is yellow and square","learning_trial",0.939582486205,0.830952950167,-99,0,0
12,-99,"lorch","fatness",6,"find all of the creatures",11.629,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dd74dc","#dd74dc","#dd74dc","lorch is purple","learning_trial",0.932281440383,0.324168626045,-99,0,0
12,-99,"fep","fatness",7,"find all of the creatures",7.404,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc900","#edc900","#edc900","fep is yellow","learning_trial",0.405835921106,0.227142400768,-99,0,0
12,-99,"wug","fatness",8,"find all of the creatures",6.766,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fdb","#4f9fdb","#4f9fdb","wug is blue","learning_trial",0.203673129948,0.414128699109,-99,0,0
12,-99,"lorch","fatness",9,"find all of the creatures",11.063,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dd74dc","#dd74dc","#dd74dc","lorch is purple","learning_trial",0.897275523212,0.877297803498,-99,0,0
12,-99,"lorch","fatness",10,"find all of the creatures",10.647,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dd74dc","#dd74dc","#dd74dc","lorch is purple","learning_trial",0.392592822113,0.496381702957,-99,0,0
12,-99,"wug","fatness",11,"find all of the creatures",7.215,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fdb","#4f9fdb","#4f9fdb","wug is blue","learning_trial",0.681404206675,0.726887991645,-99,0,0
12,-99,"wug","fatness",12,"find all of the creatures",16.552,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fdb","#4f9fdb","#4f9fdb","wug is blue","learning_trial",0.371630324343,0.8147241261,-99,0,0
12,-99,"lorch","fatness",1,"find all of the creatures",11.356,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#eec900","#eec900","#eec900","fep","test_trial",0.0517314514341,0.360165575744,-99,0,0
12,-99,"wug","fatness",2,"find all of the creatures",3.471,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fdb","#4f9fdb","#4f9fdb","wug","test_trial",0.681404206675,0.726887991645,-99,0,0
12,-99,"lorch","fatness",3,"find all of the creatures",3.754,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dd74dc","#dd74dc","#dd74dc","lorch","test_trial",0.897275523212,0.877297803498,-99,0,0
12,-99,"fep","fatness",4,"find all of the creatures",8.71,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc900","#edc900","#edc900","fep","test_trial",0.554748559566,0.136706474048,-99,0,0
13,-99,"fep","fatness",1,"find creatures",44.486,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc900","#edc900","#edc900","fep is thin with oblong horizontal head and normal beak","learning_trial",0.488917556873,0.181264828375,-99,0,0
13,-99,"lorch","fatness",2,"find creatures",39.587,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#eec901","#eec901","#eec901","lorch has normal beak, oblong head, normal body","learning_trial",0.365935296815,0.356607170551,-99,0,0
13,-99,"fep","fatness",3,"find creatures",41.46,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc900","#edc900","#edc900","fep has oblong head, horizontal long","learning_trial",0.187440957523,0.339546628573,-99,0,0
13,-99,"lorch","fatness",4,"find creatures",38.591,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#dc74dc","#dc74dc","#dc74dc","lorch pink","learning_trial",0.585906818679,0.268579385539,-99,0,0
13,-99,"wug","fatness",5,"find creatures",9.884,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","wug blue, squat","learning_trial",0.0870661425374,0.32340240877,-99,0,0
13,-99,"lorch","fatness",6,"find creatures",17.699,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#eec901","#eec901","#eec901","lorch tall yellow thin","learning_trial",0.930617844729,0.395825085326,-99,0,0
13,-99,"wug","fatness",7,"find creatures",6.39,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","wug blue","learning_trial",0.763971421757,0.271724738334,-99,0,0
13,-99,"wug","fatness",8,"find creatures",6.074,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","wug blue","learning_trial",0.614376875208,0.0859891387262,-99,0,0
13,-99,"fep","fatness",9,"find creatures",25.55,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc900","#edc900","#edc900","fep yellow, squat, triangle head","learning_trial",0.0885397457549,0.988981472895,-99,0,0
13,-99,"fep","fatness",10,"find creatures",12.283,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc900","#edc900","#edc900","fep yellow normal, long beak","learning_trial",0.60590123441,0.583192967484,-99,0,0
13,-99,"wug","fatness",11,"find creatures",5.438,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","wug blue","learning_trial",0.89680601064,0.45241185671,-99,0,0
13,-99,"lorch","fatness",12,"find creatures",7.008,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#dc74dc","#dc74dc","#dc74dc","lorch pink","learning_trial",0.280834916177,0.555548198307,-99,0,0
13,-99,"lorch","fatness",1,"find creatures",5.497,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#eec901","#eec901","#eec901","fep","test_trial",0.930617844729,0.395825085326,-99,0,0
13,-99,"fep","fatness",2,"find creatures",3.05,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#edc900","#edc900","#edc900","fep","test_trial",0.488917556873,0.181264828375,-99,0,0
13,-99,"lorch","fatness",3,"find creatures",4.171,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#dc74dc","#dc74dc","#dc74dc","lorch","test_trial",0.280834916177,0.555548198307,-99,0,0
13,-99,"wug","fatness",4,"find creatures",3.39,"height","bird","crest","tail","crest","wing","body","[1,1,0.5]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","wug","test_trial",0.0870661425374,0.32340240877,-99,0,0
14,-99,"wug","fatness",1,"find creatures",16.577,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","Blue chubby","learning_trial",0.13894389757,0.557730484419,-99,0,0
14,-99,"lorch","fatness",2,"find creatures",31.322,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc900","#edc900","#edc900","yellow tall","learning_trial",0.937869848267,0.19952635873,-99,0,0
14,-99,"wug","fatness",3,"find creatures",8.002,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","blue","learning_trial",0.673780231444,0.481886258125,-99,0,0
14,-99,"fep","fatness",4,"find creatures",21.452,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc900","#edc900","#edc900","yellow full","learning_trial",0.749925468598,0.468628898519,-99,0,0
14,-99,"lorch","fatness",5,"find creatures",14.704,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dc74dc","#dc74dc","#dc74dc","pink ","learning_trial",0.576982868776,0.419870233427,-99,0,0
14,-99,"fep","fatness",6,"find creatures",12.159,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc900","#edc900","#edc900","yellow chub","learning_trial",0.249916835221,0.867197873295,-99,0,0
14,-99,"fep","fatness",7,"find creatures",9.57,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc900","#edc900","#edc900","yellow chub","learning_trial",0.46962516085,0.975467791887,-99,0,0
14,-99,"wug","fatness",8,"find creatures",6.919,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","blue","learning_trial",0.829057040639,0.288441631101,-99,0,0
14,-99,"lorch","fatness",9,"find creatures",7.611,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dc74dc","#dc74dc","#dc74dc","pink lorch","learning_trial",0.23904695437,0.445071743991,-99,0,0
14,-99,"wug","fatness",10,"find creatures",8.527,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","blue is wug","learning_trial",0.961987725558,0.0315764484875,-99,0,0
14,-99,"fep","fatness",11,"find creatures",20.131,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#edc900","#edc900","#edc900","elongated head yelloe","learning_trial",0.588068166879,0.00360130801662,-99,0,0
14,-99,"lorch","fatness",12,"find creatures",11.473,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#dc74dc","#dc74dc","#dc74dc","pink = lorch","learning_trial",0.253182297555,0.965456418619,-99,0,0
14,-99,"wug","fatness",1,"find creatures",7.921,"height","bird","crest","tail","crest","wing","body","[1,1,0.25]",-99,-99,"#4f9fda","#4f9fda","#4f9fda","Wug","test_trial",0.13894389757,0.557730484419,-99,0,0
